24801,23341,2271,1,1642,22,Bodleian-1642-22-recto,12,May,19,May,2,,2,,,,1,,,,1,,1,,,,,,,,,,2,,2,,,,2,,2,,,,3,,2,,,,2,,,,1,,2,,1,,,,,,3,,,,3,,4,1,1,,,,,,,,,,1,,2,,,,,,2,,,,,,1,,,,1,,1,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,2,,,,1,1,,,1,,1,,1,,3,1,,,,,1,,,,1,,1,,,,,,,,1,1,2,,,,,,,,,,,,,,1,,2,,3,,,,1,,2,,,,71,4,12,,3,2,,,4,,,,4,,9,2,8,2,8,,4,,16,,12,,8,1,20,2,,,,,3,2,111,11,8,1,,,13,2,1,,6,1,7,,13,3,8,1,4,2,3,,63,10,245,25,201,107,15
24802,23342,2277,1,1642,23,Bodleian-1642-23-recto,19,May,26,May,2,,3,,,,3,,,,,,1,,,,1,,1,,1,,,,2,,1,1,,2,,,,,,,,,,,1,,,,,,3,,,,,,1,,,,,,,,,,,,,,,,,,2,,,,3,,,,1,,1,,,,2,,,,1,,,,2,1,1,,,,,,,,,,1,,,,2,,1,,,,,,,,,,1,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,2,,,,1,1,,,,,1,1,,,1,,,,1,,,,2,,,,,,1,,,,,,,,,,,,2,,,,53,4,10,3,1,1,,,8,,2,,2,,10,,7,2,5,1,5,,15,1,10,,11,3,3,,1,,,,,,90,11,6,1,,,17,1,5,,5,1,5,,21,6,11,3,2,,2,,74,12,217,27,174,107,15
24803,23343,2278,1,1642,24,Bodleian-1642-24-recto,26,May,2,June,,,,,,,1,,,,1,,2,,1,,1,,,,,,,,2,,1,,2,1,,,1,,,,,,,,2,,,,,,4,,,,,,,,2,,1,,,,2,,,,,,,,,,,,,,1,1,,,,,1,,,,2,,1,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,1,,,,,,,,1,,,,,,,,1,,,,1,,,,1,,,,1,,2,1,1,,1,,,,1,,,,,,,,1,,,,4,2,,,1,,3,2,,,52,7,10,1,1,,2,,2,,1,,3,,7,1,8,1,1,,3,1,17,4,8,,12,6,13,3,2,,,,2,2,92,19,7,,,,13,3,4,,4,1,6,,12,3,17,4,4,,,,67,11,211,37,174,106,16
24837,23344,2279,1,1642,25,Bodleian-1642-25-recto,2,June,9,June,1,,2,,,,2,,,,1,,1,,,,,,,,2,,1,,1,,2,,1,,2,2,1,,2,2,,,,,2,,,,,,,,1,,,,1,,2,,1,,,,,,,,1,,,,2,,2,,,,,,,,,,,,,,1,,,,,,,,1,,,,,,,,,,,,,,2,,1,,,,1,,,,,,,,,,,,,,1,,1,,,,1,,,,4,,1,,,,,,1,,,,,,1,,,,1,,,,,,1,,,,,,,,,,,,2,,,,,,,,,,,,1,,,,,,3,2,,,55,6,9,,2,1,,,10,,,,3,,11,1,7,1,6,1,5,,10,,8,,9,3,13,,2,1,1,,2,2,98,10,5,2,,,10,,5,1,5,,4,,8,1,15,4,3,,,,55,9,208,25,165,108,14
24838,23345,2280,1,1642,26,Bodleian-1642-26-recto,9,June,16,June,,,4,,,,5,,,,,,,,,,,,,,1,,1,,1,,3,1,2,1,1,,2,,,,2,,,,,,,,,,1,,,,,,,,3,,,,1,,1,,,,,,,,,,1,,,,1,,,,,,2,2,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,1,,,,,,,,,,1,,,,2,,,,,,1,,1,,,,1,,1,,1,,,,,,,,,,1,,1,,,,,,1,,,,1,,,,,,,,,,,,1,,,,1,1,1,,1,,1,,1,,53,5,12,3,2,,,,10,,,,3,,10,,7,,2,,9,,8,1,14,1,8,1,8,1,,,,,,,93,7,11,1,,,8,,2,1,4,2,5,,11,2,10,4,4,1,1,,56,11,202,23,157,107,15
24839,23346,2281,1,1642,27,Bodleian-1642-27-recto,16,June,23,June,1,,2,,1,,1,,,,4,,,,,,1,,1,,,,,,1,,,,1,,,,,,1,,,,,,1,,,,1,,,,,,,,,,1,,,,2,,,,,,,,,,1,,,,,,1,,2,,,,1,1,1,,,,,,,,,,1,,1,,,,,,,,,,,,1,,,,,,,,,,2,,1,,1,,,,,,,,,,,,,,,,2,,1,,,,,,,,2,,,,1,,,,,,1,,1,,2,,,,,,,,1,,,,1,,,,1,,,,,,,,2,,,,,,1,,2,,50,1,9,1,1,,,,3,,,,2,,5,,7,,2,,5,,10,1,8,,4,1,11,,2,,,,2,2,71,5,9,1,,,10,1,2,,4,1,7,1,9,2,11,2,4,,1,,57,8,178,14,177,112,10
24840,23347,2282,1,1642,28,Bodleian-1642-28-recto,23,June,30,June,1,,2,,,,1,,,,,,,,,,1,,,,,,,,2,,,,1,,1,,,,1,,,,,,2,,,,,,2,,,,1,,,,2,,1,,,,,,1,,,,,,,,1,,,,,,1,,,,,,2,1,,,,,1,,,,1,,,,1,,,,,,,,,,2,,,,,,,,,,,,1,,1,,,,1,,1,,,,,,,,,,,,,,1,,1,,1,,1,,1,,,,,,,,,,,,,,,,,,1,,,,,,2,,1,,1,,1,,,,,,1,,,,,,1,,,,45,1,15,4,,,,,8,,,,2,,5,1,3,,5,,6,,11,1,11,,7,2,7,,,,,,2,1,82,9,6,2,,,5,,1,,2,,5,,5,,11,3,,,2,,37,5,164,15,167,115,7
24841,23348,2283,1,1642,29,Bodleian-1642-29-recto,30,June,7,July,1,,1,,1,,1,,,,,,,,,,1,,3,,1,1,1,,1,,,,2,1,1,,,,1,,,,,,1,,,,1,,1,,,,,,,,,,,,,,,,1,,,,,,,,1,,,,,,,,,,3,1,,,,,,,,,,,1,,2,,,,1,,1,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,1,,,,1,,1,,,,1,,1,,,,,,2,,1,,,,,,,,1,,,,,,,,1,,,,1,,1,,,,1,,1,,2,,,,,,,,46,3,9,2,,,1,,3,,,,,,4,,4,,2,1,1,,9,,11,1,6,3,9,2,,,,,,,59,9,6,,,,16,2,4,,2,1,8,,8,1,13,2,1,,,,58,6,163,18,170,110,12
24975,23374,2244,1,1642,5,Bodleian-1642-05-recto,12,January,19,January,1,,5,,2,,,,,,,,,,2,,1,,4,,1,,,,3,,2,,4,,,,,,,,1,,,,1,,,,,,5,,1,,,,1,,1,,,,1,,1,,2,,,,,,,,,,1,,,,,,,,1,,3,,3,,,,1,,,,3,,2,,1,,1,,,,,,,,1,,1,,,,1,,,,4,1,,,,,1,,2,,2,,,,,,,,1,,3,,1,,,,1,,1,,,,,,1,,,,,,2,,1,,,,1,,1,1,,,,,1,,,,,,,,,,1,,1,,1,,1,,,,1,,,,85,2,9,,2,,,,4,,1,,2,,17,,19,,5,,3,1,17,,13,1,6,,15,,,,1,,,,120,2,10,,,,15,2,3,,6,2,5,,6,,12,3,4,,2,,68,7,273,11,200,115,7
24976,23375,2245,1,1642,6,Bodleian-1642-06-recto,19,January,26,January,,,3,,,,3,,,,,,,,1,,,,4,,,,,,2,,1,,3,,1,,2,,,,,,1,,,,,,1,,3,,,,,,,,2,,,,2,1,1,,1,,,,,,1,,2,,1,,1,,1,,,,1,,,,2,,,,,,,,,,1,,2,,1,,,,,,,,5,,2,,1,,,,1,,,,,,3,,,,,,,,,,4,1,,,,,2,,,,,,2,,1,,,,2,,2,,,,,,,,2,,1,,,,1,,1,,,,,,,,1,,,,,,,,1,,3,,,,1,,2,,2,,84,2,13,,2,,,,6,1,,,2,,13,2,8,,11,,5,1,16,,13,1,12,,18,,2,1,,,,,121,6,11,,,,5,,,,5,,3,,16,,5,,7,,,,52,0,257,8,234,115,7
24977,23376,2246,1,1642,7,Bodleian-1642-07-recto,26,January,2,February,1,,3,,,,3,,,,1,,,,2,,1,,,,,,,,1,,1,,3,,,,1,,2,,,,1,,1,,,,1,,4,,,,,,,,1,,,,,,,,,,1,,,,2,,2,,,,,,1,,,,,,,,2,,,,,,1,,4,,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,1,,,,,,,,2,1,,,,,1,,,,,,,,,,1,,,,1,,2,,,,2,,,,,,,,1,,3,,,,,,,,,,1,,,,,,1,,,,,,1,,,,1,,60,1,10,,,,,,10,,,,2,,7,,7,,3,,6,1,16,2,9,1,10,,13,,5,1,,,,,98,5,11,,,,12,,4,,3,,9,2,17,,16,3,3,,1,,76,5,234,44,215,115,7
24978,23377,2317,1,1642,9,Bodleian-1642-09-recto,9,February,16,February,,,2,,,,1,,1,,,,,,,,1,,2,,,,,,,,,,2,,,,,,,,,,1,,4,,,,,,2,,,,1,,,,1,,,,,,1,,,,,,,,2,,,,1,,2,,,,,,1,,1,,1,,,,,,,,1,,,,,,,,,,1,,,,2,,1,,1,,2,,,,,,1,,2,,,,,,1,,,,1,,,,,,1,,,,,,,,1,,,,,,,,,,,,3,,1,,1,,1,,,,,,1,,,,1,,,,,,1,,,,,,,,2,,1,,,,1,,55,0,11,,1,,,,3,,,,5,,5,,5,,5,,7,,17,,13,,8,,14,,4,1,,,,,103,1,8,,,,11,,2,,6,,4,,17,,9,,1,,,,58,0,216,1,193,121,1
24979,23378,2318,1,1642,10,Bodleian-1642-10-recto,16,February,23,February,1,,4,,,,2,,,,1,,1,,2,,1,,2,,,,1,,1,,,,3,,,,1,,1,,1,,,,3,,,,,,2,,2,,,,1,,1,,,,1,,,,,,,,1,,1,,,,,,1,,,,,,,,,,,,2,,2,,,,,,1,,,,1,,,,,,,,1,,,,,,,,1,,,,1,,1,,1,,,,1,,,,1,,,,,,,,,,1,,3,1,,,,,,,1,,,,,,,,,,,,,,3,,1,,,,,,1,,1,,,,,,,,,,3,,,,,,1,,,,63,1,6,,,,1,,10,,,,4,,12,,8,,4,,5,,14,,19,1,9,,17,,1,,1,,,,111,1,8,,,,16,,5,,4,,8,,12,,8,,5,,4,,70,0,244,2,225,120,2
24980,23379,2319,1,1642,11,Bodleian-1642-11-recto,23,February,2,March,,,2,,1,,2,,,,1,,,,,,1,,,,1,,2,,1,,2,,,,,,,,1,,1,,,,,,,,1,,4,,,,,,1,,,,,,,,,,1,,1,,,,,,1,,1,,1,,2,,,,,,1,,,,1,,2,,,,2,,1,,1,,,,,,,,,,,,1,,1,,2,,,,1,,1,,,,,,,,,,1,,3,,1,,,,,,,,,,2,2,2,,,,2,,1,,,,,,,,,,1,,,,1,,,,2,,,,,,,,,,1,,1,,,,1,,1,,2,,,,,,64,2,7,,2,,,,5,1,,,3,,9,,6,,2,,9,,18,,11,1,8,,14,,2,,,,,,96,2,11,,,,13,,4,,3,,8,,18,,11,,3,,,,71,0,231,4,214,119,3
24981,23380,2320,1,1642,12,Bodleian-1642-12-recto,2,March,9,March,1,,6,,1,,3,,1,,3,,2,,,,,,2,,2,,,,2,,,,2,,,,,,3,,2,,,,2,,,,1,,2,,,,,,1,,2,,1,,1,,,,1,,,,,,3,,1,,,,,,4,,,,,,2,,1,,,,,,,,1,,1,,,,,,,,1,,,,2,,1,,1,,2,,1,,,,,,1,,1,,,,,,,,,,,,,,2,,,,,,3,1,2,,1,,1,,2,,,,2,,,,1,,,,1,,1,,1,,,,1,,1,,,,1,,1,,1,,1,,2,,,,1,,,,1,,91,1,12,,,,1,,11,,1,,1,,14,,11,3,6,,5,,13,,16,2,8,1,15,1,1,,,,,,115,7,7,,,,10,,4,,3,,12,,9,,8,,4,,1,,58,0,264,8,197,117,5
24982,23381,2321,1,1642,13,Bodleian-1642-13-recto,9,March,16,March,1,,2,,,,2,,,,2,,,,,,1,,2,,1,,1,,1,,,,,,1,,,,,,,,1,,1,,,,1,,3,,,,,,2,,2,,,,2,,2,,1,,,,,,,,,,,,1,,1,,,,,,2,,4,,1,,,,,,,,,,,,,,1,,,,,,1,,1,,1,,,,,,,,,,,,,,,,,,2,,1,,,,,,1,,,,,,1,,,,2,,2,,2,,2,,,,,,1,,,,,,,,1,,2,,,,,,,,,,1,,,,2,,,,1,,,,,,,,63,0,9,,1,,,,4,,,,3,,9,,11,,2,,4,,22,,12,,6,,5,,1,,1,,,,90,0,7,,,,11,,3,,3,1,5,,8,,17,2,3,,1,,58,3,211,3,211,120,2
24983,23382,2322,1,1642,14,Bodleian-1642-14-recto,16,March,23,March,,,,,2,,3,,,,2,,,,2,,3,,4,,,,3,,,,2,,2,,,,,,2,,1,,,,,,,,3,,3,,,,,,1,,3,,1,,1,,1,,,,,,,,3,,,,,,,,,,,,,,1,,1,,,,,,,,2,,2,,,,,,,,,,2,,,,1,,1,,,,,,,,,,,,1,,,,1,,,,1,,,,,,1,,,,,,,,1,,,,1,,1,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,2,,1,,,,1,,1,,66,0,8,,1,,,,6,,,,1,,3,,9,,5,,8,,26,1,13,,9,1,8,,1,,,,,,103,2,10,,,,6,,7,,5,,5,,10,,5,,6,,1,,55,0,224,2,214,120,2
24984,23383,2323,1,1643,42,Bodleian-1643-42-recto,28,September,5,October,,,6,,1,,3,,1,,1,,,,1,,1,,2,1,1,,3,,3,,2,,3,,,,,,1,,,,1,,,,,,,,1,,1,,2,,,,,,1,,1,,,,4,,,,,,4,2,,,1,,1,,,,,,2,,1,,5,1,1,,2,,2,2,1,,,,,,,,,,1,1,1,,2,,2,,,,1,,,,,,1,,3,1,,,1,,,,,,1,,2,1,1,,4,,,,,,,,1,,1,,1,,1,,,,1,,1,,,,,,2,,,,1,,2,,,,1,1,,,1,,,,,,,,,,1,,,,1,,,,95,10,4,1,3,,2,,11,1,,,5,2,24,6,10,2,2,,10,7,23,3,22,6,27,23,20,5,2,,1,,,,166,56,6,1,,,15,,4,,3,,7,,24,5,22,1,3,,8,,93,7,354,73,199,101,21
25077,23399,2419,1,1644,30,Bodleian-1644-30-recto,4,July,11,July,,,2,1,,,3,1,1,,1,,,,,,3,3,1,,,,1,,3,,,,,,,,,,,,1,1,,,2,,,,1,,3,,,,,,,,3,,,,,,1,,,,1,,,,2,,,,,,,,,,,,1,,1,,1,,1,,1,,,,3,2,1,,,,,,,,,,,,,,1,,1,,,,1,,,,,,,,,,,,1,,,,,,,,,,1,1,,,,,,,1,,1,,1,,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,2,1,,,,,,,,,50,10,7,,3,,1,,15,4,1,1,2,,10,2,2,,5,2,2,,7,2,14,,8,4,7,1,1,1,,,,,85,17,5,2,,,2,,3,,5,2,4,,14,,9,1,5,,,,47,5,182,32,154,104,18
25078,23400,2420,1,1644,31,Bodleian-1644-31-recto,11,July,18,July,,,6,3,,,3,,,,,,,,1,,,,1,,,,,,1,,2,,,,1,,,,,,,,,,3,,,,5,3,1,,,,1,,,,1,,,,2,,,,1,,,,,,1,,,,,,1,,,,,,,,,,4,,,,,,,,1,1,1,,1,,,,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1,1,1,,,,,,1,,1,,1,,2,,,,1,,4,,,,,,,,,,,,,,,,,,2,,,,1,1,,,,,,,,,,,1,1,1,,1,,,,1,,59,10,3,,,,1,,13,6,,,1,,7,,4,,8,4,2,1,15,3,19,4,5,2,17,1,,,,,1,1,96,22,1,1,,,7,1,5,,1,,6,1,8,1,9,4,5,,1,,43,8,198,40,157,104,18
25079,23401,2421,1,1644,32,Bodleian-1644-32-recto,18,July,25,July,1,,6,4,,,1,,,,1,,,,,,1,1,1,,,,,,2,,,,1,1,,,1,,2,,,,,,2,,,,3,1,4,2,1,,,,1,1,,,,,1,,,,,,,,1,,1,,,,1,1,,,1,,,,,,1,,1,,1,,1,,1,,2,2,,,,,,,,,,,,,,,,,1,,,,1,,,,1,,1,,,,,,1,,,,,,,,,,2,,,,,,,,,,,,1,,1,,,,1,,1,,,,,,,,,,,,1,,,,,,,,1,,,,1,,,,1,,,,,,1,,,,56,13,7,1,2,,,,10,4,1,,2,,6,,7,3,5,,3,1,19,1,16,1,11,5,11,3,1,1,,,1,1,102,21,5,2,,,4,,1,,4,,6,1,12,,9,5,5,2,,,46,10,204,44,135,101,21
25080,23402,2422,1,1644,33,Bodleian-1644-33-recto,25,July,1,August,1,,3,3,,,2,,,,1,,,,1,,2,1,,,,,,,1,,,,3,1,,,1,,,,,,,,2,,,,1,1,,,,,,,,,1,,,,3,2,1,1,,,,,,,,,,,3,1,1,,,,,,,,,,,,,,,,,,5,2,,,,,,,1,,,,2,,1,,2,,,,,,,,,,,,1,,,,1,,1,,1,,,,,,,,,,,,,,2,,1,,,,,,,,,,,,,,1,,,,,,1,,1,,,,,,2,,,,,,1,,,,,,4,1,,,,,1,,,,56,13,11,1,1,,,,14,5,,,9,3,14,1,6,1,8,2,7,2,18,3,23,5,14,8,18,6,,,,,,,143,37,8,,,,11,,5,1,6,,8,3,20,3,11,4,5,,1,,75,11,274,61,143,98,24
25216,23424,2260,1,1646,15,Bodleian-1646-15-recto,26,March,2,April,,,2,,,,4,,,,2,,,,,,1,,1,,1,,,,1,,,,1,,,,2,,,,2,,,,,,1,,,,1,,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,1,,,,,,,,2,,,,,,,,1,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,2,,,,,,3,,,,,,3,,,,2,,,,1,,,,,,3,1,,,,,1,,1,,,,,,1,,,,,,,,2,,1,,,,1,,,,,,,,,,49,1,5,,3,,1,,4,,,,2,,12,,4,1,3,,5,,19,,10,,9,,13,,2,,1,,,,93,1,4,,,,5,,3,,3,,7,,19,,5,,2,,,,48,0,190,2,128,120,2
25217,23425,2262,1,1646,16,Bodleian-1646-16-recto,2,April,9,April,1,,2,,2,,,,,,,,,,,,1,,2,,,,1,,3,,1,,3,,,,2,,,,1,,1,,2,,,,,,1,,,,2,,,,1,,1,,,,1,,,,,,,,,,,,,,1,,,,,,,,1,,1,,,,1,,1,,1,,,,1,,,,1,,1,,,,1,,,,,,,,,,,,,,1,,,,,,,,1,,1,,1,,1,,,,,,,,1,,,,1,,2,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,2,,1,,1,,,,1,,,,1,,,,,,55,0,10,,1,,,,9,,,,3,,15,2,7,,4,,5,,26,,13,1,8,,13,1,3,,,,,,117,4,4,,,,3,,3,,2,,6,,12,,4,,2,,2,,38,0,210,4,167,119,3
25218,23426,2289,1,1646,17,Bodleian-1646-17-recto,9,April,16,April,1,,1,,,,2,,,,1,,,,,,1,,,,,,2,,1,,,,2,,,,1,1,,,,,1,,1,,,,1,,1,1,1,,1,,1,,2,,,,2,,4,,1,,,,,,1,,,,,,2,,,,,,,,1,,,,,,,,,,,,2,,,,,,,,,,,,,,,,2,,,,,,,,,,1,,,,,,1,,,,1,,,,,,2,,,,,,2,,1,,2,,,,1,,,,,,1,,,,,,1,,,,,,1,,,,,,1,,2,,,,1,,1,,5,,,,1,,,,,,61,2,9,,1,,3,,8,,1,,,,8,2,8,2,4,,4,,20,1,14,,6,,12,1,1,,,,,,99,6,4,,3,,4,,2,,3,,6,,13,,6,,3,,,,44,0,204,8,173,116,6
25219,23427,2290,1,1646,18,Bodleian-1646-18-recto,16,April,23,April,1,,1,,,,3,,,,1,,,,,,2,,,,,,,,2,,1,,1,,,,,,1,,,,1,,1,,1,,,,1,,,,,,,,2,,,,1,1,1,,,,,,,,,,,,,,2,,2,,,,1,,,,1,,,,,,,,1,,1,,,,,,,,,,,,1,,,,1,,,,,,1,,,,2,,,,,,,,1,,1,,1,,1,,4,,,,,,2,,1,,,,1,,1,,1,,,,2,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1,,1,,1,,2,,1,,57,1,6,,2,,,,8,,,,2,,11,1,14,2,6,,9,,29,,14,1,9,,7,1,,,1,,,,118,5,1,,2,,4,,4,,3,,3,,6,,5,,6,,,,34,0,209,6,142,117,5
25220,23428,2291,1,1646,19,Bodleian-1646-19-recto,23,April,30,April,,,2,,,,,,,,,,,,2,,1,,2,,1,,,,2,,,,,,,,,,,,,,,,,,,,1,,1,,2,,,,1,,,,,,1,1,,,1,,,,,,1,,2,,2,,2,,1,,,,,,,,,,,,,,,,,,,,,,,,2,,,,1,,1,,,,2,,,,,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,1,,,,1,,,,,,,,,,1,,,,,,,,,,,,3,,1,,,,,,1,,,,1,,,,,,,,1,,43,1,9,,4,,1,,4,,,,4,1,9,,10,2,2,,3,,17,,13,,4,,14,,1,,,,,,95,3,4,,,,3,,3,,,,5,,9,1,4,,6,,,,34,1,172,5,155,119,4
25221,23429,2292,1,1646,20,Bodleian-1646-20-recto,30,April,7,May,,,3,,1,,1,,,,,,1,,,,,,1,,,,2,,2,,,,1,,,,,,,,1,,,,3,,,,,,4,,,,,,1,,,,1,,2,1,,,1,,,,,,1,,,,,,1,,,,,,,,1,,2,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,1,,,,,,,,2,,,,1,,,,,,2,,,,,,,,,,,,1,,,,,,,,1,,1,,,,,,1,,1,,,,,,,,,,,,,,1,,,,1,,2,,1,,1,,,,,,1,,1,,51,1,8,,1,,,,7,,1,,,,13,,11,3,6,,3,,17,1,8,,8,,12,,2,,,,,,97,4,4,,2,1,3,,3,,5,,4,,7,,4,,6,,,,38,1,186,6,137,119,4
25222,23430,2301,1,1646,21,Bodleian-1646-21-recto,7,May,14,May,,,,3,,,2,,,,,,,,1,,1,,,,,,,,2,,,,1,,,,1,,2,,,,,,1,,,,1,,2,,1,,,,,,2,,,,1,1,2,,1,,,,1,,,,,,,,2,,,,,,2,,1,,,,,,,,2,,1,,,,1,,,,,,1,,1,,,,,,,,,,,,,,,,1,,,,1,,1,,2,,,,,,1,,1,1,,,,,2,,,,2,,,,,,1,,,,1,,1,,,,3,,2,,,,1,,,,,,,,,,1,,,,1,,,,,,1,,,,,,59,2,9,,,,,,9,,,,1,,12,4,,,5,,5,,21,2,13,,6,,11,1,1,,,,,,93,7,5,,2,,12,,2,,4,,2,,13,,6,,6,,,,52,0,204,9,130,118,5
25223,23431,2324,1,1646,22,Bodleian-1646-22-recto,14,May,21,May,,,1,,,,4,2,,,,,,,1,,1,,1,,1,,,,1,,2,,2,,,,1,,,,1,,,,,,,,1,,1,,,,,,2,,1,,,,,,1,,,,1,,1,,,,,,,,3,,,,,,1,,1,,4,,,,,,,,1,,,,,,,,1,,,,,,1,,,,2,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,2,,,,1,,,,,,1,,,,1,,1,,,,1,,,,,,,,1,,,,,,,,,,,,,,3,,1,,1,,53,2,6,,2,,1,,5,,1,,2,,14,,5,,3,,2,,11,,10,,10,,19,1,2,,,,,,93,1,4,,5,,10,,4,,4,,1,,16,,6,2,3,,,,53,2,199,5,134,120,3
25224,23432,2325,1,1646,23,Bodleian-1646-23-recto,21,May,28,May,,,,,,,1,,,,,,,,3,,,,,,,,,,,,1,,4,,,,1,,,,1,,,,2,,,,,,1,,,,,,2,,3,,,,1,,,,,,,,,,4,,,,,,2,,1,,,,,,1,,2,,2,,,,,,1,,,,1,,1,,1,,1,,1,,,,1,,,,,,2,,,,,,1,,,,,,,,1,,2,,,,,,3,,,,,,1,,,,2,,,,1,,,,1,,1,,,,,,,,1,,,,2,,,,,,1,,1,,,,2,,1,,2,,,,2,,1,,2,,69,0,16,,2,,3,,6,,,,3,,12,3,7,1,8,,6,,16,,5,,12,,6,,2,,1,,,,105,4,3,,,,6,,6,,5,,7,,8,,7,1,4,,1,,47,1,221,5,142,120,3
25225,23433,2326,1,1646,24,Bodleian-1646-24-recto,28,May,4,June,,,1,,1,,2,,,,,,1,,,,1,,1,,,,1,,2,,,,4,,1,,,,1,,2,,,,4,,,,,,2,1,1,,1,,1,,1,,1,,,,1,,1,,,,,,1,,1,,,,1,,1,,,,,,,,1,,,,,,,,2,,1,,,,,,,,1,,1,,2,,,,1,,,,,,,,,,2,,,,,,,,,,,,,,,,2,,,,,,,,,,,,1,,,,1,,,,,,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,1,,54,1,12,,1,,1,,4,,,,3,,13,4,6,2,6,,3,,19,1,12,,7,,16,,1,,1,,,,105,7,6,,2,,5,,6,,1,,7,1,8,,6,,3,,2,,46,1,205,9,153,118,5
25320,23449,2258,1,1646,46,Bodleian-1646-46-recto,29,October,5,November,2,,1,,1,,1,,,,4,,,,,,,,,,,,2,,3,,,,3,,1,,,,,,1,1,,,1,,,,,,3,,1,,,,,,3,,,,,,,,,,2,1,1,,1,,,,1,,1,,,,,,,,,,1,,,,1,,2,,1,,,,,,,,,,1,,1,1,,,,,1,,,,,,,,,,2,1,,,,,1,,,,2,,1,,,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,,,,51,4,13,,2,,2,,8,,1,,5,2,20,4,8,1,4,,2,,24,7,14,3,10,4,23,6,1,1,,,1,1,138,29,12,1,2,,13,,6,,7,4,4,1,11,,20,11,10,5,1,,86,22,275,55,163,106,17
25321,23450,2329,1,1646,47,Bodleian-1646-47-recto,5,November,12,November,,,2,,,,2,,,,,,,,1,,1,,,,,,,,,,,,4,,,,,,,,,,1,,1,,,,,,6,1,1,1,,,,,1,,,,,,,,,,,,1,,2,,,,1,,,,1,,,,1,,,,1,,,,1,1,,,1,,1,,,,,,1,,,,,,,,,,1,,,,,,,,,,,,,,1,,,,,,,,,,,,3,,1,,,,,,1,,1,,1,,2,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,,1,,46,3,12,,2,,2,,7,,3,,2,1,13,4,5,,4,1,3,,12,6,8,1,7,,12,,1,,,,1,1,94,14,4,,3,,10,1,1,,2,,4,2,19,2,11,2,5,3,1,,60,10,200,27,159,110,13
