"Omeka Item #","DataScribe Item #","DataScribe Record #","DataScribe Record Position",Year,"Week Number","Unique Identifier","Start Day","Start Month","End Day","End Month",Aged,Ague,Apoplexy,Asthma,Bed-ridden,Blasted,Bleeding,Bloody-flux,Calenture,Cancer,Canker,"Chicken Pox",Child-Bed,Chrisoms,Cold,Colick,Consumption,Convulsion,Cough,Cramp,Diabetes,Dropsie,Falling-sickness,Fever,Fistula,"Flox and Small-Pox","Flox and Small-Pox (Descriptive Text)",Flux,French-Pox,Frets,Gangreen,Gout,Gravel,Grief,"Griping in the Guts",Headache,Headmouldshot,"Hooping Cough",Hiccough,Horshoehead,Impostume,Infants,Inflammation,Itch,Jaundies,Jaw-fallen,"Kings Evil",Leprosie,Lethargy,Liver-grown,Looseness,"Lunatick and Frenzy","Malignant Fever",Meagrim,Measles,Miscarriage,Mortification,Mother,"Noli me tangere",Palsie,Plague,Planet,Plurisie,Purples,Quinsie,Rash,Rheumatism,Rickets,"Rising of the Lights","Running of the Reins",Rupture,"Scald Head","Scarlet Fever",Sciatica,Scowring,Scurvy,Sores,Shingles,Spleen,Spotted-Fever,"St. Anthony's Fire",Starved,"Starved (Descriptive Text)",Stone,"Stopping of the Stomach",Strangury,Strongullion,Suddenly,Surfeit,"Swelling in the Throat",Swine-Pox,Teeth,Thrush,Tissick,Tympany,"Twisting of the Guts",Ulcer,Vapours,Vomiting,"Water in the Head",Wen,Wind,Wolf,Worms,Abortive,Overlaid,Still-born,Drowned,"Drowned (Descriptive Text)","Found Dead","Found Dead (Descriptive Text)",Executed,"Executed (Descriptive Text)",Killed,"Killed (Descriptive Text)",Suicide,"Suicide (Descriptive Text)",Other,"Other (Descriptive Text)","Christened (Male)","Christened (Female)","Christened (In All)","Buried (Male)","Buried (Female)","Buried (All)","Increase/Decrease in Burials"
891,14553,1122,1,1702,21,Laxton-1702-21-verso,5,May,12,May,27,,3,,,,,,,,,,5,,,2,52,122,,,,13,,49,2,1,"flox 0; small-pox 1",,1,,,,,,20,,,,,,1,,,,1,,2,,,,,,,,,,1,,,1,,,,1,,,1,7,3,,,,,,,,,,,,,,,,6,,,1,2,,,31,,3,,,1,,,,,,,,2,3,9,5,"One accidentally in the River of Thames at Alhallows the Less. One accidentally in a Pond of Water at St Olavve in Southwark.  Two accidentally in the River of Thames at St John Wapping. One in the River of Thames at St Paul at Shadwel",,,,,1,"Murthered with a Knife at St Stephen in Colemanstreet 1",2,"And one drowned himself (being distracted) at St James in Westminster 1; Hang'd himself (being Lunatick) at St Boltoph without Bishopsgate 1",3,"Kil'd...One at St Giles in the Fields 1; Kil'd... one at St Martin in the Fields 1;  Choaked with Fat 1",161,143,304,190,195,385,4
892,14554,1123,1,1702,22,Laxton-1702-22-verso,12,May,19,May,25,,,,,,1,,,,,,2,1,,2,42,106,,,,13,,58,,10,"flox 0; small-pox 10",,,,,1,,,25,,,,,,2,,,,,,4,,,1,,,,,2,,,,,,,,,,,,,13,4,,,,,,,,,,,,,,,2,7,,,1,1,,,19,,,,,,,,,,,,1,4,3,10,3,"Two at St Dunstan at Stepney. And one at St Mary Magdalen Bermondsey",,,,,,,1,"Hang'd himself (being Lunatick) at St Mary at Lambeth 1",2,"Died in the Street at St Andrew in Holborn 1; Kill'd by an accidental Fall from one if the Pillars of the Exchange, Buried at St Leonard in Shoreditch 1",148,142,290,184,182,366,-19
893,14555,1124,1,1702,23,Laxton-1702-23-verso,19,May,26,May,21,,2,,,,,,,2,,,,,,3,53,110,2,,,14,,56,,5,"flox 0; small-pox 5",,,,,,,,22,,,,,,2,,,,1,,2,,1,,,1,,,,,,,,,,,1,,1,,,8,3,,,,,,,,,,,,1,,,,4,,,2,,,,18,1,4,,,,,,,,,,1,2,2,12,1,"Drowned at St Saviour in Southwark 1",,,,,2,"One by a Pistol Bullet at St Giles without Cripplegate 1; Murthered at St James in Westminster 1",,,1,"Kill'd...one by a Horse at St Martin in the Fields 1",155,132,287,172,189,361,-5
894,14556,1125,1,1702,24,Laxton-1702-24-verso,26,May,2,June,15,,,,,,,,,,,,4,1,,1,52,115,,,,13,,47,,1,"flox 0; small-pox 1",,2,,,,,,22,,,,,,,1,,,1,,,1,,,,,,,1,,,,,,,,1,1,,,,11,4,,,,,,,,,,,4,,,,,6,1,,1,1,,,25,,2,,,1,,2,,,,,3,,,9,1,"Drowned accidentally in he River of Thames, Buried at St Bennet Fink 1",,,,,2,"One by a Coach Wheel at St Leonard in Shorditch 1; And one by a Cart and horse at St Mary in white chapple 1",1,"Cut his Throat (being Lunatick) at St Giles without Cripplegate 1",2,"Kill'd One by a Fall out of a Window at St Botolph without Aldgate 1; Smothered at St Saviour in Southwark 1",160,165,325,164,192,356,-5
895,14557,1134,1,1702,25,Laxton-1702-25-verso,2,June,9,June,29,,2,,,,,,,1,,,4,,,2,42,90,,,,15,,47,,9,"flox 0; small-pox 9",,1,,,,,,25,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,1,8,1,,1,,,,23,1,3,,,,,1,,,,,,3,1,19,,,,,,,,,,,1,"Kill'd by a Fall from a Cart at St Giles in the Fields 1",129,111,240,153,185,338,-18
896,14558,1135,1,1702,26,Laxton-1702-26-verso,9,June,16,June,18,,2,,,,,,,1,,,4,,,,44,87,,,,13,,44,,7,"flox 0; small-pox 7",,,,,,,,9,,,,,,3,,,,1,,2,1,,1,,,,,1,,,,,1,,,1,,,,,8,3,,,,,,,,,,,2,,,,,9,,,,,,,18,1,4,1,,,,,,,,,,1,1,8,2,"One accidentally in the Thames at St Olave in Southwark.  And one at St Dunstan at Stepney ",1,"Found dead of the Pox in a Ditch of Water at St Mary at Islington 1.",,,,,,,,,119,137,256,116,183,299,-39
897,14559,1144,1,1702,27,Laxton-1702-27-verso,16,June,23,June,25,,1,,,,,,,,,,2,,,,45,101,,,,5,,38,1,8,"flox 0; small-pox 8",,1,,,1,,,13,,,,,,,,,,,,,,,,,1,,,1,,,,,1,,,,1,,,,11,1,,1,,,,,,,,,2,,,,2,2,,,,1,,,24,,1,1,,1,,,,,,,1,3,4,6,,,2,"Found dead at St Margaret in Westminster 2. One a Child dropt in the Street. And one a Child found in a House of Office.",,,1,"Found murthered an Infant in the Street at St Andrew Undershaft 1.",2,"Cut her own Throat at St Mary Magdalen Bermondsey 1; Hang'd himself (being Distracted) at St Leonard in Shoreditch 1.",,,159,140,299,155,156,311,12
898,14560,1145,1,1702,28,Laxton-1702-28-verso,23,June,30,June,17,,,,,,,,,,,,3,,,4,48,85,,,,10,,43,,4,"flox 0; small-pox 4",,2,,,1,,,15,,,1,,,1,,,,,,2,,,,,1,,,,,,,,,,,,,1,,,7,3,,,,,,,,,,,2,,,,,,1,,1,,,,15,,1,,,1,,,,,,,2,2,1,8,4,"One at Lime house, Buried at St Michael in Crookedlane. One at St Dunstan at Stepney. One accidentally at St John at Wapping. And one accidentally in the Tower Dock, Buried at St Katherines by the Tower",,,,,,,1,"Poisoned herself at St Sepulchres 1.",1,"Kill'd by a Fall out of a Hay Loft at St Clement Danes 1.",190,112,302,153,135,288,-23
939,14561,1146,1,1702,29,Laxton-1702-29-verso,30,June,7,July,20,,1,,,,,,,2,,,6,,,1,46,74,,,,12,,49,,7,"flox 0; small-pox 7",,,,,,,,11,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,9,4,,3,,,,,,,,,3,,,,,2,,,2,1,,,21,1,1,1,,1,,1,,,,,1,3,,5,,,2,"One in a Pond at Harefield in the County of Middlesex, Buried at St Dunstan in the East. And one an Infant in the Street at St Andrew in Holborn. ",,,1,"Kill'd by a Brewer's Dray at St George in Southwark 1.",1,"Hang'd himself (being Distracted) at St Martin in the Fields 1.",,,149,116,265,139,157,296,8
940,14562,1147,1,1702,30,Laxton-1702-30-verso,7,July,14,July,19,,,,1,,,,,,,,5,2,,,50,94,1,,,15,,44,1,7,"flox 0; small-pox 7",,2,,,,,,13,,,,,,,1,,,2,,,,,,,1,,,1,,,,,,,,,,1,,1,11,1,,1,,,,,,,,,1,,,,,7,,,,1,1,,26,1,1,,,,,,,,,,1,1,2,8,3,"One in the Thames at St Mary at Lambeth. One accidentally at St Mary Magdalen Bermondsey. And one in a Pond in Hide Park at St Margaret in Westminster",,,,,1,"Kill'd by a Waggon in St Dunstan at Stepney 1.",,,,,155,148,303,171,157,328,32
941,14563,1148,1,1702,31,Laxton-1702-31-verso,14,July,21,July,19,,,,,,,,,2,,,7,,,3,41,87,,,,12,,41,,4,"flox 0; small-pox 4",,2,,,,,,19,,1,,,,,,,,,,3,,,,,1,,,1,,,,,1,,,,,1,,,5,2,,,,,,,,,,,,,,,,4,,,2,,,,19,2,1,,,,,1,,,,,,4,3,15,2,"One accidentally in the Thames at St John at Wapping.  And one in the Thames at St Margaret in Westminster.",,,,,1,"And one by a Cart Wheel at St Sepulchres 1",,,2,"One by a Fall from his Horse at Hampton in Middlesex, Buried at St Stephen in Walbrook 1; One at St Martin in the Fields, Buried at St Sepulchres 1",144,142,286,158,150,308,-20
942,14564,1150,1,1702,32,Laxton-1702-32-verso,21,July,28,July,22,,,,1,,,,,1,1,,5,,,3,45,110,,,,5,,55,,5,"flox 0; small-pox 5",,2,,,1,,,25,,,,,,1,,,,2,,1,,,,,2,,,,,,,,,,,,,,,1,10,,,,,,,,,,,,,,,,1,4,,,,1,,,28,3,3,,,,,,,,,,,3,2,7,1,"Drowned accidentally in a Horse-Pond at St Katherine Coleman 1.",,,,,1,"Kill'd by a Dray at St Dunstan at Stepney 1.",,,2,"Kill'd by a Fall from a Door of a Warehouse at St Mary in Whitechappel 1; Stifled in Mud at St Dunstan at Stepney 1",162,152,314,172,182,354,46
943,14565,1151,1,1702,33,Laxton-1702-33-verso,28,July,4,August,22,,,,,,,,,1,,,7,1,,4,39,128,1,,,7,,46,1,10,"flox 0; small-pox 10",,1,,,,,1,41,,,,,,3,,,,1,,,,,,,1,,,2,,2,,,,,,,,,,,11,,,1,,,,,1,,,,3,,,,1,9,,,,2,,,33,,1,,,3,,,,,,,2,1,,11,2,"One at St Saviour in Southwark. And one in a Ditch (a Boy) at St Mary at Lambeth",1,"Found dead at St Martin in the Fields 1.",,,,,3,"Hanged herself (being Lunatick) at St Thomas in Southwark 1; Hanged himself (being Distracted) at St Martin in the Fields 1; Shot himself being Lunatick) at St Martin within Ludgate 1",3,"Dead by Misfortune (so reported in the Coroner's Warrant) at St Mildred Breadstreet 1; Kill'd at St James in Westminster 1; Struck himself against a Post swiming in the New River at St Mary at Islington 1",169,145,314,204,204,408,54
944,14566,1152,1,1702,34,Laxton-1702-34-verso,4,August,11,August,15,,2,,,,,,,2,1,,2,,,1,49,137,,,,6,,63,1,5,"flox 0; small-pox 5",,2,,,,,,44,,1,,,,1,,,,2,,1,,1,,,,,,2,,,,,,,,,,,,,13,1,,,,,,,,,,,1,,,,1,10,,,,1,,,34,,1,1,,2,,,,,,,1,1,,6,,,,,1,,,,1,"Cut her Throat at St Giles in the Fields 1.",1,"Kill'd by a Fall off a Horse at St Margaret in Westminster 1.",159,157,316,216,198,414,6
945,14567,1153,1,1702,35,Laxton-1702-35-verso,11,August,18,August,22,,,,,,1,,,1,,,5,1,,,43,126,,,,8,,44,,11,"flox 0; small-pox 11",,2,,1,1,,,34,,,,,,1,,,,1,,,,,,,1,,,1,,1,,,,,,,,1,,,3,1,,,,,,,,,,,,,,,1,6,,,,,,,38,1,3,,,,,2,,,,,1,,1,4,,,,,,,,,,,3,"One by the Fall of part of the Moulding of a leaden Cistern at the Hospital of Bridwel 1; And one by a Fall from a Horse at St Martin in the Fields 1; Sore Leg 1",152,141,293,182,188,370,-44
946,14568,1154,1,1702,36,Laxton-1702-36-verso,18,August,25,August,21,,,,,,,,,,,,7,2,,4,51,151,,,,6,,56,,8,"flox 0; small-pox 8",,2,,,1,,,51,,1,,,,2,,,,1,,1,,,,,,,,,,,,,,,,,,,,1,10,1,,,,,,,,,,,,,,,1,3,,,1,2,,,36,2,,,,2,,2,,,,,2,,1,13,4,"One accidentally at St Katharin by rhe Tower. One in the Thames. And one in a Well at St Mary at Lambeth. And one in a Tub of Water at St Margaret in Westminster.",1,"Found dead in the Street supposed to be killed by a Cart or Coach at St Dunstan atStepney 1.",,,,,,,1,"Died of an Ulcer in her Thigh (so reported in the Coroner's Warrant) at St John at Wapping 1.",153,157,310,223,225,448,78
947,14569,1155,1,1702,37,Laxton-1702-37-verso,25,August,1,September,19,,,,,,,1,,2,1,,2,1,,2,61,162,1,,,8,,58,,10,"flox 0; small-pox 10",1,2,,,,,,46,,,,,,1,,,,1,,5,,,,,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,3,5,,,,1,,,38,1,1,,,,,3,1,,,,2,2,1,10,,,,,,,,,,,1,"Chin Cough",128,168,296,227,233,460,12
948,14570,1156,1,1702,38,Laxton-1702-38-verso,1,September,8,September,24,,3,,,,,,,4,1,,9,,,5,40,174,,,,10,,57,,6,"flox 0; small-pox 6",,,,1,,,,53,,,,,,3,,,,3,,,,,,,,,,,,,,,,,,,,1,,1,10,1,,,,,,,,,,,3,,,,1,7,,,,,,,33,,2,,,,,,,,,,2,1,2,16,1,"Drowned accidentally in the Thames at St John at Wapping 1",,,,,,,,,2,"Kill'd by a Fall from a Cart loaded with Faggots at St Mary in Whitechappel 1; Bursten 1",160,141,301,228,248,476,16
949,14571,1157,1,1702,39,Laxton-1702-39-verso,8,September,15,September,26,,2,,,,,,1,3,,,6,1,,1,54,157,,,,10,,52,,12,"flox 0; small-pox 12",,,,1,,,,45,,,,,,3,1,,,4,,2,,,,,,,,,,,,,1,,,,1,1,,2,10,1,,,,,,,1,,,,,,,,,8,2,,,1,,,31,1,2,,,,,2,1,1,,,3,2,1,5,1,"Drowned accidentally in the Thames at St Paul at Shadwel 1",,,,,1,"Kill'd accidentally by the Shaft of a Cart at St Mary in Whitechappel 1",1,"Laid violent Hands on herself at St Katharin by the Tower (so reported) 1",1,"Scalded accidentally at St Botolph without Aldgate 1",163,138,301,226,236,462,-14
950,14572,960,1,1702,40,Laxton-1702-40-verso,15,September,22,September,22,,,,,,,,,1,1,,5,2,,1,52,135,,,,11,,64,3,5,"flox 0; small-pox 5",,,,1,,,,40,,2,,,,1,,,,3,,1,,,,,,,,1,,,,,,,,,,,,,14,,,1,,,,,,,,,,1,,,,7,,,1,,,,32,1,3,,,1,,,1,,,,1,1,1,5,1,"Drowned at St Mary at Lambeth 1",1,"Found dead in the Street at Alhallow Barkin ",,,,,,,,,163,132,295,215,211,426,-36
951,14573,1096,1,1702,41,Laxton-1702-41-verso,22,September,29,September,25,,1,,,,,,,1,,,3,1,,6,52,133,,,,11,,60,2,7,"Flox 0; Small pox 7",,1,,,,,,21,,,,,,1,,,,1,,2,,,,,1,,,,,,,,,,,,,,,,8,3,,,,,,,,,,,2,,,,,5,,,2,3,,,28,,2,,,2,,,,,,,,2,1,13,3,"Drowned 3 at St Mary at Lambeth",,,,,4,"One by a Fall from a Ladder at St Sepulchres; One by a Wonnd in the Left Breast at St Giles in the Fields; One by an accidental Fall from a Stage at St Mary at Rotherhith; And one by a Fall from a House at St Clement Danes",,,,,165,169,334,215,192,407,-19
952,14574,1097,1,1702,42,Laxton-1702-42-verso,29,September,6,October,20,,,,,,,1,,2,,,5,2,,2,54,94,,,,14,,52,2,10,"flox 0; small-pox 10",,4,,,,,,35,,1,,,,,,,,1,,2,,,,,,,,,,,,,,,,,,,,1,7,1,,,,,,,,,,,,,,,1,5,,1,2,1,,,18,1,2,,,1,,1,,,,,1,1,1,10,1,"Drowned accidentally in the River of Thames at St Katharin by the Tower 1",,,1,,,,,,3,"Pain in the Head 1;  Sore Leg 1; Died in the Street at St Dunstan at Stepney 1",173,154,327,195,166,361,-46
953,14575,1098,1,1702,43,Laxton-1702-43-verso,6,October,13,October,24,,2,,,,,,,2,,,1,1,,,59,124,,,,11,,47,2,6,"Flox 0; Small Pox 6",,1,,,,,,25,,,,,,,1,,,1,,1,,,,,,,,,,,,,1,,,,,,,,5,1,,,,,,,,,,,,,,,1,4,,,1,,,,19,1,4,1,,3,,1,,,,,1,,1,16,2,"One accidentally in a Tub of Water at Alhallows Barkin; And one  accidentally in the Thames at St Paul at Shadwel",,,,,,,,,,,172,142,314,169,201,370,9
954,14576,1099,1,1702,44,Laxton-1702-44-verso,13,October,20,October,32,,3,,,,,,,1,,,5,,,2,63,104,,,,16,,55,,9,"Flox 0;  Small-Pox 9",1,,,1,,,,19,,,,,,1,1,,,1,,4,,,,,2,,,,,,,,,,,1,,2,,2,7,,,,,,,,,,,,4,,,,1,8,,,,1,,,20,2,6,1,,1,,,,,,,1,3,2,8,,,,,,,1,"One by a Shaft of a Cart at St Olave in Southwark",,,1,"And one accidentally by a Tobacco Pipe being struck into her Brain at St Margret in Westminster",170,143,313,205,187,392,22
955,14577,1128,1,1701,45,Laxton-1701-45-verso,20,October,27,October,36,,2,1,,,,,,,,,8,1,,3,53,102,,,,14,,66,,7,"flox 0: small-pox 7",,,,,1,,,20,,,,,,,2,,,,,,,,,,1,,,,,,,,,,,,,2,1,,6,1,,1,,,,,,,,,,,,,1,8,1,,2,,,,28,,3,,,,,,,,,,2,4,,10,1,"Drowned accidentally in the Thames near Execution Deck, Buried at St Mary in Whitechappel 1.",,,,,,,1,"Hang'd herself (being Lunatick) at St John at Wapping 1.",1,"Kill'd accidentally in a Crane at St Dunstan in the East 1.",149,153,302,198,193,391,-1
956,14578,1130,1,1701,46,Laxton-1701-46-verso,27,October,3,November,40,1,6,,,,,1,,2,1,,3,2,,2,54,88,,,,6,,59,,6,"Small-pox 6",,,,1,,,,21,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,1,,,9,1,,,,,,,,,,,,,,,2,5,,,,1,,,28,1,10,1,,,,,,,,,,1,1,12,,,,,,,2,"Kill'd by a Dray at Christ-Church in Surry 1; Murthered at St Andrew in Holborn 1.",1,"Hnag'd himself (being Lunatick) at St Mary in Whitechappel 1.",,,138,122,260,178,193,371,-20
957,14579,1132,1,1702,47,Laxton-1702-47-verso,3,November,10,November,43,,2,,,,,,,1,,,1,1,,3,67,85,,,,8,,65,,6,"small-pox 6",,2,,,,,,19,,,,,,1,,,,,,,,,,,,,,,,,,,1,,,,,1,,,9,2,,,,,,,,,,,3,1,,,,10,,,2,,,,18,,3,,,1,,,,,,,2,2,2,13,,,1,"Found dead a Male Child at St Paul in Covent-Garden 1.",,,,,,,3,"Sore Throat 1; Pain in the head 1; Kill'd accidently at St Dunstan at Stepney 1.",177,158,335,198,182,380,9
958,14580,1133,1,1702,48,Laxton-1702-48-verso,10,November,17,November,24,,1,,,,,,,1,,,6,,,1,57,96,,,,29,,61,,10,"small-pox 10",,1,,,,,1,16,1,,,,,1,1,,,,,2,,,,,2,,1,,,,,,,,,,,2,,,5,,,,,,,,1,,,,,,,,1,5,,,1,1,,,16,1,6,1,,1,,,,,,,1,1,2,6,2,"One in the Thames, Buried at St Mary Aldermary. And one accidently in the Thames at St John at Wapping.",,,,,1,"Shot in the Leg at St Dunstan at Stepney 1.",,,,,124,157,281,172,195,367,-13
999,14581,1136,1,1702,49,Laxton-1702-49-verso,17,November,24,November,38,,1,,2,,,,,2,,,6,1,,3,44,102,,,,12,,70,,5,"small-pox 5",,1,,1,,,,19,,,,,,1,,,,1,,2,1,1,,,2,,,,,,,,,,,,,,,,8,1,,,,,,,,,,,,,,,,6,,,,,,,20,,7,1,1,1,,,,,,,2,3,1,12,1,"Drowned accidentally  in Tower Ditch at St Katherine by the Tower ",2,"One on the Thames at St John at Wapping. And one an Infant at St Paul in Covent-Garden.",,,,,,,,,147,130,277,195,186,381,14
1000,14582,1137,1,1702,50,Laxton-1702-50-verso,24,November,1,December,31,,2,,,,,,,,,,7,1,,3,53,107,,,,13,,59,1,6,"small-pox 6",,,,,,,,15,,,,,,2,,,,1,,3,,1,,,,,,3,,1,,,,,,,1,,,1,5,4,,,1,,,,,,,,1,,,,2,4,,,2,2,,,20,,8,2,,1,,,,,,,3,1,2,10,1,"Drowned at St Mary in the Savoy 1.",1,"Fonud dead a Male Infant at St Bridget alias Brides 1.",,,,,1,"Threw herself out of a Window at St Bridget alias Brides 1.",,,140,167,307,194,188,382,1
1001,14583,1163,1,1702,51,Laxton-1702-51-verso,1,December,8,December,37,,,,,,,,,,,,4,2,,1,59,92,1,,,21,,55,,10,"Small-pox 10",,1,,,,,,5,,,,,,1,,,,,,,,,,,1,,,,,,,,2,,,1,,,,,5,1,,,,,,,,,,,1,,,,,3,,,2,1,,,20,1,2,2,,2,,,,,,,4,3,3,11,3,"One at Christ-Church iu Surry. One at St Mary at Newington. And one at St Margaret in Westminster.",,,,,,,1,"Poisoned himself (being Lunatick) at St Margaret Moses 1.",2,"One accidentally by a Fall down Stairs (so reported in the Coroner's Warrrant) at St Clement Danes, Buried at Alhallows in Breadstreet 1; And one by a Fall of a House at St Paul at Shadwel 1.",157,170,327,189,171,360,-22
1002,14584,1170,1,1702,52,Laxton-1702-52-verso,8,December,15,December,29,,1,,,,,,,1,,,6,,,3,65,113,,,,19,,60,,6,"small-pox 6",,1,,,1,,,18,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,8,1,,1,,,,,,,,,,,,,,6,,,3,5,,,28,1,7,,,,,,,,,,2,1,3,10,1,"Drowned accidentally in the Thames at St Paul at Shadwel 1.",,,1,,1,"One by a Cart at Alhallows Barkin 1",1,"And one killed herself with a Rapier Blade (being Lunatick) at St Sepulchres 1.",4,"Mothered (a Male Infant) at St Margaret in Westminser 1; One by an accidental Fall from a Ware house Door at Alhallows Barkin, buried at St Dunstan in the East 1; Bursten 1; Sore Leg 1",167,148,315,209,199,408,48
1011,14585,1171,1,1702,1,Laxton-1702-01-verso,15,December,22,December,36,,,,,,,,,1,,,2,4,,5,70,96,,,,19,,62,,7,"small-pox 7",,1,,,1,,,23,,,,,,1,2,,,1,,2,,,,,1,,,,,,,,,,,,,,,,1,3,,2,,,,,,,,,1,1,,,1,11,,,3,4,,,17,,10,,,3,,1,,,,,4,2,2,9,1,"Drowned at St Mary Magdalen Bermondsey 1.",1,"Found dead in an House of Office at St Mary at Rotherhith 1.",,,,,,,2,"One accidentally on board an Hoy at St Dunstan at Stepney 1; And one at St Clements Danes 1.",163,140,303,211,202,413,5
1012,14586,1172,1,1702,2,Laxton-1702-02-verso,22,December,29,December,40,,1,,,,,,,1,,,4,,,2,63,91,,,,19,,63,,5,"small-pox 5",,,,1,2,,,18,,,,,,1,,,,2,,1,,,,,1,,,,,,,,,,,,,,,,9,2,,,,,,,1,,,,2,,,,,7,,,2,1,,,18,2,12,,,1,,,,,,,1,3,2,8,,,,,,,,,,,,,131,146,277,192,194,386,-27
1013,14587,1173,1,1702,3,Laxton-1702-03-verso,29,December,5,January,39,,1,,1,,,1,,,,,2,2,,1,62,101,,,1,19,,52,1,8,"small-pox 8",,1,,1,,,,19,,,,,,1,,,,2,,1,,,,,1,,,1,,,,,1,,,,,,,2,14,1,,1,1,,,,,,,,,,,,1,8,,,3,1,,,22,1,8,,,,,,1,,,,1,1,1,8,,,,,1,,,,,,,,155,168,323,196,199,395,9
1014,14588,1174,1,1702,4,Laxton-1702-04-verso,5,January,12,January,36,,1,,,,,,,1,,,1,1,,9,69,98,,,,19,,67,2,7,"small-pox 7",,1,,,2,,,21,,1,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,12,,,,,,,,,,,,,,,,1,7,,1,1,3,,,27,1,9,,,,,,,,,,1,1,2,9,2,"One accidentally in the River of Thames at St Swithin. And one in the Thames at St Katharin by the Tower.",2,"One in the Street at St Michael at Queenhith. And one in the Thames at St John at Wapping.",,,,,,,,,153,162,315,217,215,432,37
1016,14590,1195,1,1702,06,Laxton-1702-06-verso,19,January,26,January,51,,1,,,,,,,1,,,6,3,,1,71,129,1,,,25,,87,,18,"Flox 0; small-pox 18",,,,,,,,15,,,,,,2,2,,,3,,2,,1,,,1,,,,,,,,,,,1,,,,,10,5,,,,,,,3,,,,2,2,,,1,13,,1,1,2,,,41,,11,,,,,,,,,,,,4,6,1,"Drown'd at St Margaret in Westminster 1. ",1,"Found dead at St Ann in Westminster 1.",,,,,,,,,164,149,313,257,270,527,52
1017,14591,1196,1,1702,07,Laxton-1702-07-verso,26,January,2,February,44,,1,,,,,1,,2,,,3,1,,3,67,122,,,,16,,63,,8,"Flox 0; Small-pox 8",,,,2,2,,,26,,,1,,,,,,,,,2,,,,,1,,,,,,,,,,,1,,,2,,9,2,,,,,,,,,,1,2,1,,,,18,,,2,2,,,48,,13,,,,,,,,,,,1,3,7,,,1,"Found dead (Male Infant) at St Paul in Covent Garden 1.",1,,,,,,,,163,149,312,246,234,480,-47
1018,14592,1270,1,1702,8,Laxton-1702-08-verso,2,February,9,February,45,,,,,,,,,1,,,5,2,,4,75,153,,,,24,,61,,5,"flox 0; small-pox 5",,2,,1,1,,,26,,2,,,,1,1,,,2,,2,,,,,,,,2,,,,,,,,,1,,,1,13,,,,,,,,,,,,1,,,,2,16,3,,,3,,,46,,26,,,1,,1,,,,,2,2,3,14,,,,,,,,,,,1,"Stopage in the Throat ",176,141,317,274,277,551,71
1019,14593,1271,1,1702,9,Laxton-1702-09-verso,9,February,16,February,45,,1,,,,,,,4,,,5,3,,2,82,127,,,,19,,66,2,10,"flox 0; small-pox 10",,1,,1,1,,,20,,1,,1,,1,,,,,,2,,,,,,,,,,2,,,1,,,1,,,,2,8,1,,,,,,,1,,,1,4,,,,,11,,,4,2,,,37,,10,,,,,,1,,,,,2,2,9,2,"Drowned 2. One at St Dunstan at Stepney. And one in the Thames at St Paul at Shadwel",1,"Found dead in the Gutter of an House at St Dunstan at Stepney 1.",,,1,"Murthered at St Andrew in Holborn 1. ",,,1,Bursten,178,174,352,243,255,498,-53
1020,14594,1272,1,1702,10,Laxton-1702-10-verso,16,February,23,February,38,,,,,,,,,2,,,10,2,,2,71,153,1,,,18,,79,1,8,"flox 0; small-pox 8",,,,,1,,1,21,,,,,,,2,,,,,3,,1,,,2,,,,,,,,,,,4,,,,,7,6,,1,,1,,,,,,,3,1,,,1,6,,,4,,,,42,3,20,1,,,,,,,,,,2,2,8,1,"Drowned accidentally in the Thames at St Paul at Shadwel 1.",1,"Found dead in the Thames at St Dunstan at Stepney 1.",,,1,"Murthered at St Giles in the Fields 1.",1,"Shot himself (being Lunatick) at St Faith 1.",,,165,156,321,275,257,532,34
1021,14595,1273,1,1702,11,Laxton-1702-11-verso,23,February,2,March,35,1,1,,,,,,,,,,2,,,,64,110,1,,,16,,67,1,8,"flox 0; small-pox 8",,,,,,,,25,,,,,,2,2,,,5,,2,,,,,,,,1,,,,,1,,,,,,,,12,1,,1,,,,,1,,,,1,,,,,10,1,,,1,,,25,,8,,,5,,1,1,,,,2,1,1,8,,,,,,,1,"Kill'd at St James in Westminster 1.",2,"Hang'd himself (being Lunatick) at St Andrew in Holborn 1; Stab'd himself with a Knife (being distracted) at St Martin in the Fields 1.",1,"Suffocated with Charcoal (so reported in the Coroner's Warrant) at St Helen 1.",164,146,310,212,216,428,-104
